aerialway,0
aeroway,0
amenity,0
barrier,0
boundary,3
building,0
craft,0
emergency,0
geological,0
healthcare,0
highway,4
historic,0
landuse,19
leisure,0
man_made,0
military,0
natural,0
office,0
place,0
power,0
public Transport,0
railway,0
route,0
shop,0
sport,0
telecom,0
tourism,0
water,0
waterway,75
addr:housenumber,0
restrictions,0
other,0
n,156
m,330
k_avg,4.230769230769231
intersection_count,82
streets_per_node_avg,2.1153846153846154
streets_per_node_counts_argmin,0
streets_per_node_counts_min,0.0
streets_per_node_counts_argmax,1
streets_per_node_counts_max,74.0
streets_per_node_proportion_argmin,0
streets_per_node_proportion_min,0.0
streets_per_node_proportion_argmax,1
streets_per_node_proportion_max,0.47435897435897434
edge_length_total,121916.874
edge_length_avg,369.4450727272727
street_length_total,60958.43699999999
street_length_avg,369.44507272727265
street_segments_count,165
node_density_km,156.0
intersection_density_km,82.0
edge_density_km,121916.874
street_density_km,60958.43699999999
circuity_avg,1.253349466910667
self_loop_proportion,0.0
clean_intersection_count,
clean_intersection_density_km,
