aerialway,0
aeroway,0
amenity,0
barrier,0
boundary,1
building,2
craft,0
emergency,0
geological,0
healthcare,0
highway,7
historic,0
landuse,5
leisure,0
man_made,1
military,0
natural,0
office,0
place,0
power,0
public Transport,0
railway,0
route,0
shop,0
sport,0
telecom,0
tourism,0
water,0
waterway,1
addr:housenumber,1
restrictions,0
other,0
n,12
m,20
k_avg,3.3333333333333335
intersection_count,3
streets_per_node_avg,1.5
streets_per_node_counts_argmin,3
streets_per_node_counts_min,0.0
streets_per_node_counts_argmax,1
streets_per_node_counts_max,8.0
streets_per_node_proportion_argmin,3
streets_per_node_proportion_min,0.0
streets_per_node_proportion_argmax,1
streets_per_node_proportion_max,0.6666666666666666
edge_length_total,32957.88199999999
edge_length_avg,1647.8940999999995
street_length_total,16478.941000000003
street_length_avg,1647.8941000000002
street_segments_count,10
node_density_km,12.0
intersection_density_km,3.0
edge_density_km,32957.88199999999
street_density_km,16478.941000000003
circuity_avg,1.3839299325953196
self_loop_proportion,0.2
clean_intersection_count,
clean_intersection_density_km,
