aerialway,0
aeroway,0
amenity,2
barrier,2
boundary,0
building,5
craft,0
emergency,0
geological,0
healthcare,0
highway,5
historic,0
landuse,1
leisure,0
man_made,3
military,0
natural,1
office,0
place,0
power,0
public Transport,0
railway,0
route,0
shop,0
sport,0
telecom,0
tourism,0
water,0
waterway,0
addr:housenumber,0
restrictions,0
other,0
n,115
m,466
k_avg,8.104347826086956
intersection_count,102
streets_per_node_avg,4.052173913043478
streets_per_node_counts_argmin,5
streets_per_node_counts_min,0.0
streets_per_node_counts_argmax,4
streets_per_node_counts_max,65.0
streets_per_node_proportion_argmin,5
streets_per_node_proportion_min,0.0
streets_per_node_proportion_argmax,4
streets_per_node_proportion_max,0.5652173913043478
edge_length_total,57120.69999999997
edge_length_avg,122.57660944206002
street_length_total,28560.350000000028
street_length_avg,122.5766094420602
street_segments_count,233
node_density_km,115.0
intersection_density_km,102.0
edge_density_km,57120.69999999997
street_density_km,28560.350000000028
circuity_avg,1.0280047885690182
self_loop_proportion,0.004291845493562232
clean_intersection_count,
clean_intersection_density_km,
