aerialway,0
aeroway,0
amenity,0
barrier,2
boundary,1
building,48
craft,0
emergency,0
geological,0
healthcare,0
highway,50
historic,0
landuse,12
leisure,0
man_made,1
military,0
natural,10
office,0
place,0
power,100
public Transport,0
railway,0
route,0
shop,0
sport,0
telecom,0
tourism,0
water,0
waterway,1
addr:housenumber,46
restrictions,0
other,0
n,118
m,369
k_avg,6.254237288135593
intersection_count,103
streets_per_node_avg,3.3389830508474576
streets_per_node_counts_argmin,5
streets_per_node_counts_min,1.0
streets_per_node_counts_argmax,4
streets_per_node_counts_max,78.0
streets_per_node_proportion_argmin,5
streets_per_node_proportion_min,0.00847457627118644
streets_per_node_proportion_argmax,4
streets_per_node_proportion_max,0.6610169491525424
edge_length_total,86866.71699999992
edge_length_avg,235.41115718157158
street_length_total,52042.853999999956
street_length_avg,264.1769238578678
street_segments_count,197
node_density_km,118.0
intersection_density_km,103.0
edge_density_km,86866.71699999992
street_density_km,52042.853999999956
circuity_avg,1.769432108431859
self_loop_proportion,0.005420054200542005
clean_intersection_count,
clean_intersection_density_km,
