aerialway,0
aeroway,0
amenity,6
barrier,0
boundary,0
building,0
craft,0
emergency,0
geological,0
healthcare,0
highway,0
historic,0
landuse,1
leisure,0
man_made,3
military,0
natural,6
office,0
place,0
power,0
public Transport,0
railway,0
route,2
shop,0
sport,0
telecom,0
tourism,0
water,0
waterway,0
addr:housenumber,0
restrictions,0
other,0
n,25
m,160
k_avg,12.8
intersection_count,23
streets_per_node_avg,6.4
streets_per_node_counts_argmin,5
streets_per_node_counts_min,0.0
streets_per_node_counts_argmax,8
streets_per_node_counts_max,12.0
streets_per_node_proportion_argmin,5
streets_per_node_proportion_min,0.0
streets_per_node_proportion_argmax,8
streets_per_node_proportion_max,0.48
edge_length_total,14314.286000000006
edge_length_avg,89.46428750000004
street_length_total,7157.143
street_length_avg,89.4642875
street_segments_count,80
node_density_km,25.0
intersection_density_km,23.0
edge_density_km,14314.286000000006
street_density_km,7157.143
circuity_avg,1.0021658227122
self_loop_proportion,0.0
clean_intersection_count,
clean_intersection_density_km,
