aerialway,0
aeroway,0
amenity,10
barrier,9
boundary,0
building,2
craft,0
emergency,3
geological,0
healthcare,0
highway,67
historic,0
landuse,1
leisure,3
man_made,1
military,0
natural,4
office,0
place,0
power,0
public Transport,0
railway,0
route,0
shop,0
sport,2
telecom,0
tourism,3
water,0
waterway,0
addr:housenumber,1
restrictions,0
other,0
n,159
m,554
k_avg,6.968553459119497
intersection_count,129
streets_per_node_avg,3.4842767295597485
streets_per_node_counts_argmin,7
streets_per_node_counts_min,0.0
streets_per_node_counts_argmax,4
streets_per_node_counts_max,54.0
streets_per_node_proportion_argmin,7
streets_per_node_proportion_min,0.0
streets_per_node_proportion_argmax,4
streets_per_node_proportion_max,0.33962264150943394
edge_length_total,40402.85000000001
edge_length_avg,72.92933212996392
street_length_total,20201.425000000003
street_length_avg,72.92933212996391
street_segments_count,277
node_density_km,159.0
intersection_density_km,129.0
edge_density_km,40402.85000000001
street_density_km,20201.425000000003
circuity_avg,1.0581540475840152
self_loop_proportion,0.0
clean_intersection_count,
clean_intersection_density_km,
