aerialway,0
aeroway,0
amenity,168
barrier,80
boundary,0
building,545
craft,0
emergency,15
geological,0
healthcare,6
highway,893
historic,31
landuse,36
leisure,29
man_made,26
military,0
natural,50
office,13
place,5
power,6
public Transport,0
railway,178
route,1
shop,138
sport,12
telecom,0
tourism,27
water,2
waterway,14
addr:housenumber,451
restrictions,0
other,0
n,2533
m,7787
k_avg,6.148440584287406
intersection_count,1920
streets_per_node_avg,3.1946308724832213
streets_per_node_counts_argmin,9
streets_per_node_counts_min,0.0
streets_per_node_counts_argmax,4
streets_per_node_counts_max,1049.0
streets_per_node_proportion_argmin,9
streets_per_node_proportion_min,0.0
streets_per_node_proportion_argmax,4
streets_per_node_proportion_max,0.41413343861034346
edge_length_total,314552.5119999989
edge_length_avg,40.39456941055591
street_length_total,166882.2610000001
street_length_avg,41.23604175932792
street_segments_count,4047
node_density_km,2533.0
intersection_density_km,1920.0
edge_density_km,314552.5119999989
street_density_km,166882.2610000001
circuity_avg,1.2627306905474038
self_loop_proportion,0.0038525748041607806
clean_intersection_count,
clean_intersection_density_km,
