aerialway,0
aeroway,0
amenity,92
barrier,21
boundary,0
building,377
craft,0
emergency,19
geological,0
healthcare,3
highway,363
historic,0
landuse,35
leisure,28
man_made,1
military,0
natural,15
office,0
place,3
power,1
public Transport,0
railway,46
route,0
shop,13
sport,8
telecom,0
tourism,1
water,1
waterway,10
addr:housenumber,404
restrictions,0
other,0
n,1200
m,3500
k_avg,5.833333333333333
intersection_count,935
streets_per_node_avg,2.99
streets_per_node_counts_argmin,7
streets_per_node_counts_min,1.0
streets_per_node_counts_argmax,4
streets_per_node_counts_max,601.0
streets_per_node_proportion_argmin,7
streets_per_node_proportion_min,0.0008333333333333334
streets_per_node_proportion_argmax,4
streets_per_node_proportion_max,0.5008333333333334
edge_length_total,229454.1540000001
edge_length_avg,65.55832971428575
street_length_total,118618.03200000002
street_length_avg,66.1193043478261
street_segments_count,1794
node_density_km,1200.0
intersection_density_km,935.0
edge_density_km,229454.1540000001
street_density_km,118618.03200000002
circuity_avg,1.4163774885950846
self_loop_proportion,0.006285714285714286
clean_intersection_count,
clean_intersection_density_km,
