aerialway,0
aeroway,0
amenity,119
barrier,14
boundary,2
building,473
craft,0
emergency,17
geological,0
healthcare,1
highway,296
historic,3
landuse,29
leisure,38
man_made,7
military,0
natural,126
office,0
place,2
power,1
public Transport,0
railway,16
route,1
shop,10
sport,27
telecom,0
tourism,19
water,2
waterway,12
addr:housenumber,292
restrictions,0
other,0
n,1292
m,3735
k_avg,5.781733746130031
intersection_count,949
streets_per_node_avg,2.9535603715170278
streets_per_node_counts_argmin,7
streets_per_node_counts_min,0.0
streets_per_node_counts_argmax,4
streets_per_node_counts_max,666.0
streets_per_node_proportion_argmin,7
streets_per_node_proportion_min,0.0
streets_per_node_proportion_argmax,4
streets_per_node_proportion_max,0.5154798761609907
edge_length_total,198036.17099999925
edge_length_avg,53.02173253012028
street_length_total,101211.61399999988
street_length_avg,53.01813200628595
street_segments_count,1909
node_density_km,1292.0
intersection_density_km,949.0
edge_density_km,198036.17099999925
street_density_km,101211.61399999988
circuity_avg,1.2930778785510266
self_loop_proportion,0.003748326639892905
clean_intersection_count,
clean_intersection_density_km,
