aerialway,0
aeroway,0
amenity,0
barrier,0
boundary,0
building,0
craft,0
emergency,0
geological,0
healthcare,0
highway,0
historic,0
landuse,0
leisure,0
man_made,0
military,0
natural,2
office,0
place,0
power,0
public Transport,0
railway,0
route,0
shop,0
sport,0
telecom,0
tourism,0
water,0
waterway,0
addr:housenumber,0
restrictions,0
other,0
n,3
m,16
k_avg,10.666666666666666
intersection_count,3
streets_per_node_avg,5.333333333333333
streets_per_node_counts_argmin,0
streets_per_node_counts_min,0.0
streets_per_node_counts_argmax,4
streets_per_node_counts_max,2.0
streets_per_node_proportion_argmin,0
streets_per_node_proportion_min,0.0
streets_per_node_proportion_argmax,4
streets_per_node_proportion_max,0.6666666666666666
edge_length_total,2266.5520000000006
edge_length_avg,141.65950000000004
street_length_total,1133.276
street_length_avg,141.6595
street_segments_count,8
node_density_km,3.0
intersection_density_km,3.0
edge_density_km,2266.5520000000006
street_density_km,1133.276
circuity_avg,1.0000012102265718
self_loop_proportion,0.0
clean_intersection_count,
clean_intersection_density_km,
