aerialway,0
aeroway,0
amenity,0
barrier,0
boundary,0
building,11
craft,0
emergency,0
geological,0
healthcare,0
highway,12
historic,0
landuse,44
leisure,0
man_made,0
military,0
natural,1
office,0
place,0
power,0
public Transport,0
railway,14
route,0
shop,0
sport,0
telecom,0
tourism,0
water,0
waterway,94
addr:housenumber,6
restrictions,0
other,0
n,174
m,306
k_avg,3.5172413793103448
intersection_count,63
streets_per_node_avg,1.7586206896551724
streets_per_node_counts_argmin,0
streets_per_node_counts_min,1.0
streets_per_node_counts_argmax,1
streets_per_node_counts_max,110.0
streets_per_node_proportion_argmin,0
streets_per_node_proportion_min,0.005747126436781609
streets_per_node_proportion_argmax,1
streets_per_node_proportion_max,0.632183908045977
edge_length_total,81683.14200000005
edge_length_avg,266.9383725490198
street_length_total,40841.57099999999
street_length_avg,266.93837254901956
street_segments_count,153
node_density_km,174.0
intersection_density_km,63.0
edge_density_km,81683.14200000005
street_density_km,40841.57099999999
circuity_avg,1.198126293238005
self_loop_proportion,0.006535947712418301
clean_intersection_count,
clean_intersection_density_km,
