aerialway,0
aeroway,0
amenity,0
barrier,0
boundary,3
building,3
craft,0
emergency,0
geological,0
healthcare,0
highway,12
historic,0
landuse,14
leisure,0
man_made,0
military,0
natural,1
office,0
place,0
power,29
public Transport,0
railway,0
route,0
shop,0
sport,0
telecom,0
tourism,0
water,1
waterway,76
addr:housenumber,1
restrictions,0
other,0
n,131
m,242
k_avg,3.6946564885496183
intersection_count,56
streets_per_node_avg,1.8473282442748091
streets_per_node_counts_argmin,0
streets_per_node_counts_min,0.0
streets_per_node_counts_argmax,1
streets_per_node_counts_max,75.0
streets_per_node_proportion_argmin,0
streets_per_node_proportion_min,0.0
streets_per_node_proportion_argmax,1
streets_per_node_proportion_max,0.5725190839694656
edge_length_total,119345.0239999999
edge_length_avg,493.16125619834673
street_length_total,59672.512
street_length_avg,493.16125619834713
street_segments_count,121
node_density_km,131.0
intersection_density_km,56.0
edge_density_km,119345.0239999999
street_density_km,59672.512
circuity_avg,1.3624914241592125
self_loop_proportion,0.01652892561983471
clean_intersection_count,
clean_intersection_density_km,
