aerialway,0
aeroway,0
amenity,0
barrier,0
boundary,1
building,0
craft,0
emergency,0
geological,0
healthcare,0
highway,3
historic,0
landuse,5
leisure,0
man_made,0
military,0
natural,0
office,0
place,0
power,0
public Transport,0
railway,0
route,0
shop,0
sport,0
telecom,0
tourism,0
water,0
waterway,38
addr:housenumber,0
restrictions,0
other,0
n,67
m,108
k_avg,3.2238805970149254
intersection_count,21
streets_per_node_avg,1.6119402985074627
streets_per_node_counts_argmin,0
streets_per_node_counts_min,0.0
streets_per_node_counts_argmax,1
streets_per_node_counts_max,46.0
streets_per_node_proportion_argmin,0
streets_per_node_proportion_min,0.0
streets_per_node_proportion_argmax,1
streets_per_node_proportion_max,0.6865671641791045
edge_length_total,53190.818000000014
edge_length_avg,492.5075740740742
street_length_total,26595.409
street_length_avg,492.50757407407406
street_segments_count,54
node_density_km,67.0
intersection_density_km,21.0
edge_density_km,53190.818000000014
street_density_km,26595.409
circuity_avg,1.0327021555487035
self_loop_proportion,0.0
clean_intersection_count,
clean_intersection_density_km,
