aerialway,0
aeroway,0
amenity,0
barrier,0
boundary,1
building,0
craft,0
emergency,0
geological,0
healthcare,0
highway,2
historic,0
landuse,27
leisure,0
man_made,0
military,0
natural,3
office,0
place,0
power,0
public Transport,0
railway,0
route,0
shop,0
sport,0
telecom,0
tourism,0
water,0
waterway,117
addr:housenumber,0
restrictions,0
other,0
n,231
m,492
k_avg,4.259740259740259
intersection_count,125
streets_per_node_avg,2.1298701298701297
streets_per_node_counts_argmin,0
streets_per_node_counts_min,0.0
streets_per_node_counts_argmax,1
streets_per_node_counts_max,106.0
streets_per_node_proportion_argmin,0
streets_per_node_proportion_min,0.0
streets_per_node_proportion_argmax,1
streets_per_node_proportion_max,0.4588744588744589
edge_length_total,72250.09599999993
edge_length_avg,146.84978861788605
street_length_total,36125.04799999997
street_length_avg,146.84978861788608
street_segments_count,246
node_density_km,231.0
intersection_density_km,125.0
edge_density_km,72250.09599999993
street_density_km,36125.04799999997
circuity_avg,1.1296913688643104
self_loop_proportion,0.0
clean_intersection_count,
clean_intersection_density_km,
