aerialway,0
aeroway,0
amenity,28
barrier,24
boundary,0
building,76
craft,0
emergency,0
geological,0
healthcare,0
highway,129
historic,11
landuse,7
leisure,2
man_made,15
military,13
natural,15
office,0
place,1
power,0
public Transport,0
railway,41
route,6
shop,0
sport,0
telecom,0
tourism,19
water,2
waterway,6
addr:housenumber,22
restrictions,0
other,0
n,335
m,985
k_avg,5.880597014925373
intersection_count,244
streets_per_node_avg,3.056716417910448
streets_per_node_counts_argmin,9
streets_per_node_counts_min,0.0
streets_per_node_counts_argmax,4
streets_per_node_counts_max,101.0
streets_per_node_proportion_argmin,9
streets_per_node_proportion_min,0.0
streets_per_node_proportion_argmax,4
streets_per_node_proportion_max,0.30149253731343284
edge_length_total,1197064.5029999986
edge_length_avg,1215.2939116751254
street_length_total,599719.4359999999
street_length_avg,1171.3270234374997
street_segments_count,512
node_density_km,335.0
intersection_density_km,244.0
edge_density_km,1197064.5029999986
street_density_km,599719.4359999999
circuity_avg,1.0623533915625105
self_loop_proportion,0.008121827411167513
clean_intersection_count,
clean_intersection_density_km,
