aerialway,0
aeroway,11
amenity,7
barrier,33
boundary,0
building,377
craft,0
emergency,1
geological,0
healthcare,0
highway,152
historic,2
landuse,10
leisure,1
man_made,0
military,2
natural,1
office,1
place,0
power,0
public Transport,0
railway,0
route,0
shop,4
sport,0
telecom,0
tourism,0
water,0
waterway,0
addr:housenumber,288
restrictions,0
other,0
n,422
m,1167
k_avg,5.530805687203792
intersection_count,309
streets_per_node_avg,2.815165876777251
streets_per_node_counts_argmin,5
streets_per_node_counts_min,2.0
streets_per_node_counts_argmax,4
streets_per_node_counts_max,201.0
streets_per_node_proportion_argmin,5
streets_per_node_proportion_min,0.004739336492890996
streets_per_node_proportion_argmax,4
streets_per_node_proportion_max,0.476303317535545
edge_length_total,106098.31699999963
edge_length_avg,90.9154387317906
street_length_total,53459.75500000004
street_length_avg,89.84832773109251
street_segments_count,595
node_density_km,422.0
intersection_density_km,309.0
edge_density_km,106098.31699999963
street_density_km,53459.75500000004
circuity_avg,1.4593910383793935
self_loop_proportion,0.006855184233076264
clean_intersection_count,
clean_intersection_density_km,
