aerialway,0
aeroway,0
amenity,108
barrier,34
boundary,0
building,659
craft,0
emergency,10
geological,0
healthcare,1
highway,310
historic,1
landuse,15
leisure,19
man_made,3
military,2
natural,7
office,0
place,1
power,4
public Transport,0
railway,33
route,0
shop,12
sport,5
telecom,0
tourism,11
water,0
waterway,0
addr:housenumber,575
restrictions,0
other,0
n,1307
m,4052
k_avg,6.200459066564652
intersection_count,1052
streets_per_node_avg,3.1384850803366486
streets_per_node_counts_argmin,7
streets_per_node_counts_min,1.0
streets_per_node_counts_argmax,4
streets_per_node_counts_max,713.0
streets_per_node_proportion_argmin,7
streets_per_node_proportion_min,0.0007651109410864575
streets_per_node_proportion_argmax,4
streets_per_node_proportion_max,0.5455241009946442
edge_length_total,140231.18800000023
edge_length_avg,34.607894373149115
street_length_total,73107.55399999996
street_length_avg,35.5754520681265
street_segments_count,2055
node_density_km,1307.0
intersection_density_km,1052.0
edge_density_km,140231.18800000023
street_density_km,73107.55399999996
circuity_avg,1.2101895720735274
self_loop_proportion,0.0029615004935834156
clean_intersection_count,
clean_intersection_density_km,
