aerialway,0
aeroway,0
amenity,53
barrier,63
boundary,0
building,912
craft,0
emergency,1
geological,0
healthcare,2
highway,522
historic,0
landuse,49
leisure,26
man_made,1
military,0
natural,17
office,3
place,0
power,7
public Transport,0
railway,3
route,0
shop,19
sport,13
telecom,0
tourism,3
water,16
waterway,12
addr:housenumber,679
restrictions,0
other,0
n,1192
m,3228
k_avg,5.416107382550336
intersection_count,879
streets_per_node_avg,2.790268456375839
streets_per_node_counts_argmin,7
streets_per_node_counts_min,0.0
streets_per_node_counts_argmax,4
streets_per_node_counts_max,514.0
streets_per_node_proportion_argmin,7
streets_per_node_proportion_min,0.0
streets_per_node_proportion_argmax,4
streets_per_node_proportion_max,0.4312080536912752
edge_length_total,180669.6689999991
edge_length_avg,55.96953810408894
street_length_total,93488.62900000012
street_length_avg,56.216854479855755
street_segments_count,1663
node_density_km,1192.0
intersection_density_km,879.0
edge_density_km,180669.6689999991
street_density_km,93488.62900000012
circuity_avg,1.3264929954474673
self_loop_proportion,0.004337050805452293
clean_intersection_count,
clean_intersection_density_km,
